user_id,watch_time_hours,avg_session_mins,top_genres,total_sessions,weekend_ratio,completion_rate
USR-3217,33.72,62.44,"Documentary,Horror",27,0.55,0.79
USR-3218,20.05,65.54,Horror,31,0.68,0.87
USR-3219,34.26,72.45,"Documentary,Sci-Fi",31,0.52,0.84
USR-3220,25.37,62.19,"Thriller,Horror",38,0.79,0.77
USR-3221,23.26,65.84,"Documentary,Horror",31,0.68,0.99
USR-3222,22.16,61.76,Horror,41,0.57,0.76
USR-3223,31.42,56.59,"Thriller,Horror",43,0.98,0.87
USR-3224,26.15,62.53,"Sci-Fi,Horror",35,0.7,0.81
USR-3225,24.13,63.3,"Sci-Fi,Horror",30,0.89,0.68
USR-3226,22.64,54.86,Sci-Fi,39,0.64,0.85
USR-3227,23.96,71.24,Thriller,29,0.65,0.84
USR-3228,26.42,59.81,"Documentary,Horror",32,0.6,0.87
USR-3229,22.42,75.39,Horror,18,0.85,0.78
USR-3230,32.7,62.39,Sci-Fi,28,0.74,0.62
USR-3231,21.16,67.78,"Thriller,Documentary",24,0.58,0.8
USR-3232,24.44,58.29,"Thriller,Horror",44,0.49,0.9
USR-3233,18.51,62.24,Sci-Fi,32,0.52,0.73
USR-3234,20.63,54.28,Sci-Fi,26,0.8,0.66
USR-3235,21.88,57.43,"Documentary,Thriller",28,0.59,0.75
USR-3236,25.47,62.94,Horror,38,0.77,0.91
USR-3237,30.77,63.5,Documentary,27,0.73,0.85
USR-3238,23.91,48.7,"Sci-Fi,Horror",28,0.69,1.0
USR-3239,23.07,60.74,"Documentary,Thriller",31,0.71,0.8
USR-3240,25.97,52.48,"Thriller,Documentary",29,0.63,0.95
USR-3241,27.17,65.26,"Sci-Fi,Documentary",19,0.53,0.64
USR-3242,20.14,68.67,Sci-Fi,31,0.74,0.86
USR-3243,24.67,52.82,Horror,20,0.72,1.0
USR-3244,22.63,76.67,"Documentary,Sci-Fi",24,0.63,0.9
USR-3245,21.03,58.99,"Horror,Documentary",21,0.55,0.48
USR-3246,21.83,73.32,Documentary,18,0.62,0.91
USR-3247,18.1,64.73,Sci-Fi,25,0.85,0.85
USR-3248,28.4,57.7,Horror,36,0.78,0.84
USR-3249,22.59,63.3,Documentary,25,0.64,0.62
USR-3250,27.36,66.23,Documentary,27,0.74,0.81
USR-3251,23.77,58.61,Thriller,18,0.66,0.66
USR-3252,28.97,66.66,"Documentary,Thriller",27,0.47,0.67
USR-3253,23.76,58.36,"Documentary,Horror",30,0.47,0.86
USR-3254,33.9,68.9,Thriller,24,0.84,0.63
USR-3255,20.66,57.51,"Thriller,Documentary",18,0.63,0.77
USR-3256,20.86,67.49,"Thriller,Documentary",37,0.67,0.81
USR-3257,14.0,58.63,"Horror,Documentary",22,0.67,0.78
USR-3258,24.39,55.9,"Thriller,Sci-Fi",43,0.62,0.68
USR-3259,25.99,58.21,"Thriller,Documentary",20,0.89,0.66
USR-3260,32.14,54.36,"Thriller,Sci-Fi",29,0.66,0.62
USR-3261,27.49,68.0,"Horror,Sci-Fi",34,0.65,0.7
USR-3262,29.5,63.71,"Horror,Sci-Fi",23,0.69,0.86
USR-3263,23.1,67.69,"Sci-Fi,Horror",44,0.84,0.86
USR-3264,25.78,59.95,Documentary,24,0.56,0.68
USR-3265,20.65,76.03,Sci-Fi,45,0.77,0.93
USR-3266,21.08,70.47,"Documentary,Sci-Fi",27,0.55,0.8
USR-3267,26.19,66.16,Sci-Fi,19,0.86,0.93
USR-3268,33.5,49.29,Horror,23,0.49,0.72
USR-3269,24.96,74.74,"Horror,Documentary",23,0.82,0.78
USR-3270,23.04,66.74,"Horror,Thriller",12,0.51,0.55
USR-3271,21.18,63.46,Thriller,31,0.51,0.75
USR-3272,17.51,60.57,"Horror,Sci-Fi",41,0.75,0.69
USR-3273,14.0,52.13,Horror,42,0.48,0.95
USR-3274,19.41,68.95,Documentary,38,0.73,0.63
USR-3275,25.36,82.48,Horror,28,0.74,0.77
USR-3276,25.42,59.66,"Sci-Fi,Thriller",21,0.98,0.83
USR-3277,27.0,59.53,Thriller,35,0.72,0.96
USR-3278,22.69,65.9,"Documentary,Horror",36,0.77,0.71
USR-3279,23.75,67.09,"Documentary,Horror",34,0.92,0.76
USR-3280,29.07,69.13,Documentary,33,0.72,0.73
USR-3281,26.78,68.88,Documentary,32,0.51,0.68
USR-3282,26.06,56.16,"Sci-Fi,Documentary",25,0.8,0.89
USR-3283,21.14,71.37,"Horror,Documentary",24,0.88,0.84
USR-3284,25.45,58.92,Documentary,25,0.4,0.74
USR-3285,23.95,47.39,Thriller,28,0.76,0.71
USR-3286,30.82,70.62,"Thriller,Horror",27,0.61,0.45
USR-3287,18.62,52.89,Sci-Fi,41,0.51,0.74
USR-3288,20.52,52.72,Sci-Fi,27,0.68,0.71
USR-3289,22.15,60.15,"Thriller,Sci-Fi",36,0.75,0.85
USR-3290,30.94,53.04,Thriller,26,0.89,0.75
USR-3291,14.0,60.38,Thriller,40,0.59,0.82
USR-3292,22.87,51.69,"Horror,Documentary",21,0.66,0.72
USR-3293,19.33,71.57,"Sci-Fi,Thriller",33,0.71,0.63
USR-3294,22.77,56.53,"Horror,Documentary",15,0.81,0.7
USR-3295,29.98,69.05,"Thriller,Horror",25,0.9,0.79
USR-3296,25.51,56.81,"Horror,Documentary",22,0.59,0.61
USR-3297,17.65,71.57,"Documentary,Sci-Fi",25,0.64,0.95
USR-3298,18.39,56.18,"Thriller,Sci-Fi",23,0.77,0.87
USR-3299,21.1,77.58,"Sci-Fi,Horror",20,0.84,0.84
USR-3300,21.59,52.76,Horror,25,0.89,0.86
USR-3301,29.13,49.44,"Thriller,Horror",31,0.55,0.69
USR-3302,22.87,51.45,Thriller,26,0.63,0.67
USR-3303,27.37,56.97,"Thriller,Sci-Fi",32,0.61,0.68
USR-3304,21.42,58.44,"Horror,Documentary",23,0.8,0.63
USR-3305,24.68,54.78,Thriller,26,0.92,0.73
USR-3306,19.96,55.9,Documentary,38,0.85,0.81
USR-3307,24.96,79.06,Documentary,30,0.52,0.69
USR-3308,27.44,62.58,Sci-Fi,24,0.68,0.64
USR-3309,23.06,55.55,Thriller,21,0.7,0.8
USR-3310,14.0,68.66,"Thriller,Sci-Fi",46,0.65,0.9
USR-3311,24.29,79.33,"Thriller,Documentary",22,0.51,0.77
USR-3312,29.7,58.18,Thriller,25,0.76,0.68
USR-3313,22.63,65.16,"Horror,Documentary",30,0.86,0.66
USR-3314,14.24,65.64,"Sci-Fi,Horror",29,0.78,0.52
USR-3315,20.74,80.54,Horror,39,0.68,0.88
USR-3316,27.59,66.31,Thriller,27,0.7,0.71
USR-3317,24.06,52.65,"Horror,Documentary",23,0.65,0.67
USR-3318,21.47,60.69,"Thriller,Documentary",33,0.84,0.89
USR-3319,26.52,63.23,Sci-Fi,32,0.82,0.93
USR-3320,30.67,62.33,Sci-Fi,34,0.64,0.78
USR-3321,28.5,69.32,"Horror,Documentary",28,0.5,0.81
USR-3322,19.41,50.08,"Sci-Fi,Documentary",19,0.72,0.94
USR-3323,24.19,63.69,Horror,26,0.8,0.75
USR-3324,35.95,61.38,"Sci-Fi,Documentary",30,0.69,0.84
USR-3325,24.91,55.77,"Sci-Fi,Horror",42,0.48,0.61
USR-3326,16.78,68.2,Horror,36,0.56,1.0
USR-3327,22.08,73.49,Thriller,36,0.57,0.73
USR-3328,19.64,51.25,Sci-Fi,27,0.91,0.86
USR-3329,21.21,56.89,Thriller,21,0.68,0.84
USR-3330,30.08,59.34,Documentary,22,0.65,0.68
USR-3331,24.55,49.01,Documentary,36,0.66,0.98
USR-3332,33.55,67.31,Horror,18,0.71,0.98
USR-3333,17.31,60.71,Thriller,47,0.7,0.9
USR-3334,24.22,53.7,"Thriller,Horror",41,0.84,0.85
USR-3335,33.14,79.86,Documentary,15,0.95,0.73
USR-3336,29.68,56.07,"Documentary,Horror",42,0.65,0.72
USR-3337,26.98,61.59,Horror,24,0.61,1.0
USR-3338,25.13,46.13,"Sci-Fi,Horror",25,0.8,0.67
USR-3339,36.09,61.75,"Horror,Documentary",10,0.51,0.39
USR-3340,34.56,63.72,Thriller,22,0.58,0.82
USR-3341,19.12,59.27,Thriller,35,0.83,0.64
USR-3342,24.12,55.2,Sci-Fi,26,0.81,0.91
USR-3343,18.47,61.01,Thriller,24,0.72,0.84
USR-3344,27.27,66.74,Sci-Fi,23,0.7,0.78
USR-3345,29.26,54.83,Sci-Fi,29,0.67,0.69
USR-3346,28.55,58.65,"Sci-Fi,Documentary",22,0.68,0.49
USR-3347,22.82,61.83,Thriller,42,0.73,0.64
USR-3348,28.61,60.05,Horror,16,0.53,0.71
USR-3349,31.95,73.08,"Horror,Sci-Fi",28,0.65,0.75
USR-3350,26.64,69.01,"Thriller,Horror",37,0.64,1.0
USR-3351,25.87,64.94,"Documentary,Thriller",10,0.65,0.78
USR-3352,30.41,62.38,Horror,16,0.53,0.68
USR-3353,26.71,72.07,"Horror,Documentary",33,0.69,0.86
USR-3354,14.0,62.89,"Documentary,Thriller",21,0.82,0.76
USR-3355,24.15,49.96,Thriller,38,0.76,0.85
USR-3356,19.93,55.81,Horror,31,0.6,0.83
USR-3357,14.0,58.1,"Horror,Sci-Fi",31,0.92,0.5
USR-3358,19.92,58.79,"Thriller,Sci-Fi",36,0.8,0.73
USR-3359,30.06,53.74,"Horror,Sci-Fi",38,0.62,0.77
USR-3360,26.53,66.36,Documentary,37,0.63,0.66
USR-3361,29.93,56.05,"Thriller,Sci-Fi",28,0.66,0.92
USR-3362,24.06,64.56,"Thriller,Documentary",37,0.67,0.9
USR-3363,26.11,60.2,Sci-Fi,39,0.53,0.65
USR-3364,21.81,47.66,"Horror,Sci-Fi",33,0.6,0.7
USR-3365,27.07,49.25,"Documentary,Horror",34,0.57,0.91
USR-3366,20.97,60.51,Sci-Fi,40,0.51,0.77
USR-3367,25.33,58.51,"Sci-Fi,Thriller",24,0.77,0.74
USR-3368,18.67,55.06,"Documentary,Sci-Fi",30,0.58,0.67
USR-3369,21.56,63.27,"Sci-Fi,Thriller",32,0.79,0.69
USR-3370,30.96,83.77,"Documentary,Sci-Fi",26,0.47,0.57
USR-3371,21.52,56.45,Documentary,10,0.72,0.84
USR-3372,18.94,45.0,Thriller,24,0.44,0.8
USR-3373,29.14,69.65,Documentary,37,0.57,0.87
USR-3374,20.31,64.82,Thriller,42,0.79,0.92
USR-3375,26.71,50.38,"Thriller,Sci-Fi",22,0.78,0.79
USR-3376,27.25,61.29,"Documentary,Thriller",26,0.76,0.57
USR-3377,22.4,62.53,"Thriller,Sci-Fi",40,0.56,0.99
USR-3378,17.83,69.64,"Documentary,Sci-Fi",26,0.69,0.79
USR-3379,22.61,57.35,Documentary,15,0.73,0.92
USR-3380,30.82,54.34,Thriller,31,0.68,0.96
USR-3381,21.13,67.73,Sci-Fi,33,0.6,0.83
USR-3382,33.47,54.53,Documentary,31,0.75,0.74
USR-3383,31.87,65.87,"Horror,Thriller",41,0.75,0.81
USR-3384,22.51,61.22,Documentary,30,0.72,0.81
USR-3385,26.97,65.6,Sci-Fi,29,0.56,0.78
USR-3386,23.78,72.97,"Sci-Fi,Thriller",40,0.52,0.76
USR-3387,21.63,82.86,"Horror,Documentary",24,0.68,0.74
USR-3388,28.06,65.52,Sci-Fi,36,0.62,0.61
USR-3389,23.09,62.91,Horror,23,0.58,0.78
USR-3390,28.29,52.27,Sci-Fi,37,0.86,0.64
USR-3391,28.57,65.08,"Horror,Thriller",28,0.58,0.92
USR-3392,24.46,56.58,Documentary,18,0.67,0.79
USR-3393,23.41,62.99,"Horror,Documentary",36,0.79,0.7
USR-3394,23.01,54.08,"Documentary,Horror",28,0.76,0.8
USR-3395,30.56,52.87,Horror,36,0.53,0.77
USR-3396,27.3,67.99,Thriller,40,0.53,0.71
USR-3397,25.8,71.0,Thriller,16,0.58,0.8
USR-3398,23.97,57.99,"Sci-Fi,Horror",31,0.8,0.83
USR-3399,23.39,69.42,"Documentary,Sci-Fi",15,0.69,0.63
USR-3400,31.1,70.34,Horror,39,0.75,0.8
USR-9901,-12.5,45.0,Comedy,10,0.4,0.5
USR-9902,15.0,-30.0,Drama,10,0.4,0.5
USR-1011,9.97,33.13,"Animation,Family",10,0.48,0.34
USR-9903,22.0,55.0,,20,0.5,0.7
USR-9904,35.0,80.0,AlienSpeculative,35,0.5,0.8
